reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
CSX,000163861,2016-10-26,3:26 PM,Other impacts,0,CLIFTON FORGE,VA,62,2.0,Day,Clear,Main,Freight Train,3,52815,0,64941,H302,37.813794,-79.828813,44.9,46.0,53.1,1.1000000000000014,7.100000000000001,8.200000000000003,Other
UP,1218GL055,2018-12-30,7:50 AM,Derailment,0,CLINTON,IA,18,2.0,Day,Clear,Yard,Freight Train,7,17340,16714,34054,E46C,41.817972,-90.217247,23.5,26.6,33.8,3.1000000000000014,7.199999999999996,10.299999999999997,Other
NS,126898,2017-10-04,12:40 PM,Other impacts,0,CLINTON,NJ,71,2.0,Day,Clear,Main,Spec. MoW Equip.,10,13365,0,13365,H997,40.606847,-74.914284,56.6,59.0,69.4,2.3999999999999986,10.400000000000006,12.800000000000004,Other
UP,0115CB009,2015-01-16,9:35 PM,Derailment,0,CLINTON,IA,32,4.0,Dark,Cloudy,Yard,Yard/switching,7,415,30950,31365,T199,41.812238,-90.233387,25.6,26.0,37.4,0.3999999999999986,11.399999999999999,11.799999999999997,Track-related
BNSF,TC0118111,2018-01-17,7:30 PM,Derailment,0,CLOQUET,MN,29,3.0,Dusk,Clear,Yard,Freight Train,9,1500,41070,42570,H703,46.723712,-92.44134,3.4,13.8,28.9,10.4,15.099999999999998,25.5,Other
BNSF,SW0420108,2020-04-14,2:30 PM,Derailment,0,CLOVIS,NM,70,2.0,Day,Clear,Yard,Freight Train,5,12000,44000,56000,E4BC,34.397489,-103.21638,31.6,31.5,46.0,-0.10000000000000142,14.5,14.399999999999999,Other
BNSF,SW0618201,2018-06-04,3:38 PM,Hwy-rail crossing,0,CLOVIS,NM,95,2.0,Day,Clear,Main,Freight Train,25,30000,513585,543585,M302,34.332271,-103.223434,66.7,70.3,78.8,3.5999999999999943,8.5,12.099999999999994,Other
BNSF,SW0124111,2024-01-21,1:45 PM,Derailment,0,CLOVIS,NM,41,2.0,Day,Cloudy,Yard,Yard/switching,5,11375,10527,21902,H503,34.39678,-103.200781,25.1,31.4,41.3,6.299999999999997,9.899999999999999,16.199999999999996,Other
UP,1219HL019,2019-12-23,6:00 PM,Derailment,0,COFFEYVILLE,KS,50,3.0,Dusk,Clear,Yard,Yard/switching,3,86734,57816,144550,H704,37.022345,-95.624567,34.5,40.4,49.0,5.899999999999999,8.600000000000001,14.5,Other
SKOL,160106002,2016-01-06,4:00 AM,Derailment,0,COFFEYVILLE,KS,33,4.0,Dark,Clear,Yard,Yard/switching,10,156019,2700,158719,T212,37.025948,-95.616739,29.2,37.5,46.0,8.3,8.5,16.8,Other
UP,1219HL018,2019-12-18,11:05 PM,Derailment,0,COFFEYVILLE,KS,32,4.0,Dark,Clear,Yard,Freight Train,3,21240,146152,167392,T101,37.029714,-95.625066,27.0,31.4,40.0,4.399999999999999,8.600000000000001,13.0,Track-related
UP,0324HL025,2024-03-27,9:37 AM,Derailment,0,COFFEYVILLE,KS,33,2.0,Day,Clear,Yard,Yard/switching,9,4664,59080,63744,T210,37.030544,-95.625562,38.4,40.1,48.1,1.7000000000000028,8.0,9.700000000000003,Track-related
UP,1221HO010,2021-12-13,8:05 AM,Hwy-rail crossing,0,COLLEGE STATION,TX,51,2.0,Day,Cloudy,Main,Freight Train,50,6415,10986,17401,M302,30.537176,-96.301959,48.3,55.8,71.6,7.5,15.799999999999997,23.299999999999997,Other
WE,150048,2015-03-28,9:38 AM,Derailment,0,COLLINS,OH,20,2.0,Day,Clear,Yard,Yard/switching,9,240249,26771,267020,T210,41.211986,-82.495861,26.9,20.4,31.4,-6.5,11.0,4.5,Track-related
NS,139819,2020-11-24,4:04 AM,Derailment,0,COLLINSVILLE,OH,37,1.0,Dawn,Clear,Siding,Freight Train,18,612368,71152,683520,T207,39.501331,-84.583292,39.9,40.8,50.4,0.8999999999999986,9.600000000000001,10.5,Track-related
BNSF,PR0819106,2019-08-14,10:06 AM,Derailment,0,COLORADO SPGS,CO,80,2.0,Day,Clear,Main,Freight Train,22,9296,2036000,2045296,T102,38.951901,-104.831909,71.5,64.8,73.8,-6.700000000000003,9.0,2.299999999999997,Track-related
UP,0322LA015,2022-03-21,7:10 AM,Derailment,0,COLTON,CA,50,1.0,Dawn,Clear,Yard,Yard/switching,5,765449,0,939084,H307,34.066866,-117.338006,59.1,62.6,71.6,3.5,8.999999999999993,12.499999999999993,Other
BNSF,CA0322112,2022-03-21,7:10 AM,Derailment,0,COLTON,CA,70,1.0,Dawn,Clear,Yard,Yard/switching,0,0,173635,939084,H307,34.065684,-117.32927,59.1,62.6,71.6,3.5,8.999999999999993,12.499999999999993,Other
NS,143717,2021-12-10,11:00 AM,Derailment,0,COLUMBIA,SC,50,2.0,Day,Rain,Yard,Yard/switching,9,9028,5114,14142,E47C,33.985296,-81.039106,45.2,49.0,63.8,3.799999999999997,14.799999999999997,18.599999999999994,Other
NS,154448,2023-10-09,1:36 PM,Other (describe in narrative),0,COLUMBIA,SC,88,2.0,Day,Clear,Yard,Yard/switching,5,4768,22960,27728,H702,33.985296,-81.039107,57.3,57.9,64.8,0.6000000000000014,6.899999999999999,7.5,Other
CSX,000202036,2021-12-23,10:22 PM,Derailment,0,COLUMBIA STATION,OH,36,4.0,Dark,Cloudy,Industry,Freight Train,7,60743,1096,61839,T110,41.311591,-81.987404,31.1,31.8,49.6,0.6999999999999993,17.8,18.5,Track-related
CSX,000209300,2023-01-15,7:45 PM,Other impacts,0,COLUMBUS,OH,30,3.0,Dusk,Clear,Yard,Yard/switching,4,15013,0,15013,M599,39.972311,-83.021134,25.9,26.2,34.5,0.3000000000000007,8.3,8.600000000000001,Other
MRL,2014181,2014-12-31,7:45 PM,Derailment,0,COLUMBUS,MT,8,4.0,Dark,Clear,Siding,Freight Train,7,8600,4000,12600,H306,45.636108,-109.250408,-0.8,7.9,19.4,8.700000000000001,11.499999999999998,20.2,Other
BNSF,HL0818125,2018-08-30,10:35 PM,Derailment,0,COLUMBUS,KS,70,4.0,Dark,Clear,Yard,Freight Train,7,24000,15000,39000,H307,37.177671,-94.836475,77.4,71.1,78.9,-6.300000000000011,7.800000000000011,1.5,Other
UP,0117CB002,2017-01-07,4:56 PM,Derailment,0,COLUMBUS,NE,9,2.0,Day,Clear,Yard,Freight Train,3,35994,18641,54635,E48C,41.427644,-97.363699,5.1,9.1,18.3,4.0,9.200000000000001,13.200000000000001,Other
NS,135729,2019-10-05,2:35 AM,Other impacts,0,COLUMBUS,OH,64,4.0,Dark,Clear,Yard,Cut of cars,3,0,2000,41297,H399,39.916496,-82.946988,59.0,58.3,66.0,-0.7000000000000028,7.700000000000003,7.0,Other
NS,135729,2019-10-05,2:35 AM,Other impacts,0,COLUMBUS,OH,64,4.0,Dark,Clear,Yard,Cut of cars,0,39297,0,41297,H399,39.916496,-82.946988,59.0,58.3,66.0,-0.7000000000000028,7.700000000000003,7.0,Other
BNSF,HL1020124,2020-10-30,2:08 PM,Derailment,0,COLUMBUS,KS,70,2.0,Day,Clear,Yard,Freight Train,4,5626,80194,85820,H307,37.177676,-94.836471,44.1,45.3,53.0,1.1999999999999957,7.700000000000003,8.899999999999999,Other
UP,1120GL003,2020-11-06,6:35 PM,Derailment,0,COLUMBUS,NE,68,3.0,Dusk,Cloudy,Yard,Freight Train,4,14734,30588,45322,H523,41.427635,-97.365302,54.1,56.8,64.5,2.6999999999999957,7.700000000000003,10.399999999999999,Other
UP,0518NP029,2018-05-21,3:02 PM,Derailment,0,COLUMBUS,NE,74,2.0,Day,Clear,Yard,Freight Train,4,154130,20025,174155,T102,41.42781,-97.364708,53.6,62.4,74.7,8.799999999999997,12.300000000000004,21.1,Track-related
UP,1017DV028,2017-10-31,1:45 PM,Other impacts,0,COMMERCE CITY,CO,45,2.0,Day,Cloudy,Industry,Yard/switching,2,11681,99,11780,H302,39.812462,-104.936039,30.7,37.3,56.3,6.599999999999998,19.0,25.599999999999998,Other
UP,1017DV028,2017-10-31,1:45 PM,Other impacts,0,COMMERCE CITY,CO,45,2.0,Day,Cloudy,Industry,Single Car,0,0,0,11780,H302,39.812462,-104.936039,30.7,37.3,56.3,6.599999999999998,19.0,25.599999999999998,Other
BNSF,PR0215105,2015-02-17,3:15 PM,Derailment,0,COMMERCE CITY,CO,35,2.0,Day,Clear,Yard,Yard/switching,10,20903,66416,87319,T201,39.807736,-104.937524,25.7,22.4,30.2,-3.3000000000000007,7.800000000000001,4.5,Track-related
BNSF,PR1017107,2017-10-10,10:50 AM,Derailment,0,COMMERCE CITY,CO,50,2.0,Day,Clear,Yard,Yard/switching,6,27253,46000,73253,T110,39.801539,-104.937838,32.2,40.3,52.2,8.099999999999994,11.900000000000006,20.0,Track-related
KYLE,KYL935119D,2019-02-01,6:50 AM,Derailment,0,CONCORDIA,KS,40,1.0,Dawn,Cloudy,Main,Freight Train,2,7000,50000,57000,T314,39.573819,-97.659462,19.6,35.9,49.6,16.299999999999997,13.700000000000003,30.0,Track-related
CSX,000173412,2017-12-13,10:55 AM,Side collision,0,CONNELLSVILLE,PA,23,2.0,Day,Cloudy,Yard,Freight Train,0,36449,100,41627,H399,40.015496,-79.591663,28.1,18.6,25.5,-9.5,6.899999999999999,-2.6000000000000014,Other
CSX,000173412,2017-12-13,10:55 AM,Side collision,0,CONNELLSVILLE,PA,23,2.0,Day,Cloudy,Yard,Yard/switching,10,5078,0,41627,H399,40.015496,-79.591663,28.1,18.6,25.5,-9.5,6.899999999999999,-2.6000000000000014,Other
BNSF,RD0219124,2019-02-22,10:30 PM,Derailment,0,CONROE,TX,64,4.0,Dark,Fog,Yard,Freight Train,5,1500,11030,12530,H702,30.310153,-95.454175,49.6,57.1,66.9,7.5,9.800000000000004,17.300000000000004,Other
IC,949113,2018-02-05,2:55 AM,Derailment,0,CONVENT,LA,46,4.0,Dark,Clear,Industry,Freight Train,0,34700,0,96541,H703,30.048077,-90.829602,64.4,56.3,64.3,-8.100000000000009,8.0,-0.10000000000000853,Other
IC,949113,2018-02-05,2:55 AM,Derailment,0,CONVENT,LA,46,4.0,Dark,Clear,Industry,Freight Train,4,58041,3800,96541,H703,30.048077,-90.829602,64.4,56.3,64.3,-8.100000000000009,8.0,-0.10000000000000853,Other
NS,128345,2018-01-31,7:00 AM,Other (describe in narrative),0,CONWAY,PA,14,1.0,Dawn,Cloudy,Yard,Light loco(s),4,14932,1500,16432,H702,40.672356,-80.251823,18.8,25.6,40.1,6.800000000000001,14.5,21.3,Other
NS,128988,2018-03-27,9:30 PM,Other (describe in narrative),0,CONWAY,PA,50,4.0,Dark,Rain,Yard,Yard/switching,2,42113,4376,46489,H702,40.672356,-80.251823,39.3,41.8,52.2,2.5,10.400000000000006,12.900000000000006,Other
NS,140930,2021-03-15,5:16 PM,Derailment,0,CONWAY,PA,45,3.0,Dusk,Clear,Yard,Cut of cars,3,5286,6706,11992,M411,40.672361,-80.251826,40.1,31.8,46.5,-8.3,14.7,6.399999999999999,Other
NS,124279,2017-03-12,10:30 AM,Other impacts,0,CONWAY,PA,23,2.0,Day,Clear,Yard,Yard/switching,5,35000,0,35000,M206,40.672356,-80.251823,20.1,21.0,27.9,0.8999999999999986,6.899999999999999,7.799999999999997,Other
NS,123871,2017-02-06,7:58 PM,Derailment,0,CONWAY,PA,40,3.0,Dusk,Clear,Yard,Light loco(s),5,11729,5405,17134,H702,40.672356,-80.251823,36.1,39.5,53.4,3.3999999999999986,13.899999999999999,17.299999999999997,Other
NS,139689,2020-11-09,10:00 PM,Other impacts,0,CONWAY,PA,48,4.0,Dark,Clear,Yard,Single Car,3,0,11562,44065,M411,40.672356,-80.251823,54.5,56.6,63.6,2.1000000000000014,7.0,9.100000000000001,Other
NS,139689,2020-11-09,10:00 PM,Other impacts,0,CONWAY,PA,48,4.0,Dark,Clear,Yard,Cut of cars,0,32503,0,44065,M411,40.672356,-80.251823,54.5,56.6,63.6,2.1000000000000014,7.0,9.100000000000001,Other
NS,124654,2017-04-09,8:14 AM,Other impacts,0,CONWAY,PA,65,2.0,Day,Clear,Yard,Cut of cars,4,13933,0,13933,E99C,40.672356,-80.251823,43.1,54.0,67.8,10.899999999999999,13.799999999999997,24.699999999999996,Other
CSX,000174413,2018-01-31,2:28 AM,Derailment,0,CORBIN,KY,18,4.0,Dark,Clear,Yard,Yard/switching,5,59264,1000,60264,E46C,36.95077,-84.095867,27.8,36.8,43.6,8.999999999999996,6.800000000000004,15.8,Other
CSX,000175129,2018-03-09,3:13 AM,Derailment,0,CORDELE,GA,30,4.0,Dark,Clear,Yard,Freight Train,3,12862,510,13372,H522,32.000257,-83.813969,48.9,50.4,57.8,1.5,7.399999999999999,8.899999999999999,Other
NS,123091,2016-12-10,10:30 AM,Derailment,0,CORINTH,MS,35,2.0,Day,Clear,Yard,Freight Train,3,86133,12197,98330,T110,34.931006,-88.502853,28.3,30.4,44.4,2.099999999999998,14.0,16.099999999999998,Track-related
UP,1123HO028,2023-11-28,12:15 PM,Derailment,0,CORPUS CHRISTI,TX,70,2.0,Day,Cloudy,Main,Freight Train,10,16108,49650,65758,M204,27.83637,-97.513056,54.4,57.8,65.1,3.3999999999999986,7.299999999999997,10.699999999999996,Other
WC,1073862,2021-06-16,3:10 PM,Derailment,0,COTTON,MN,79,2.0,Day,Clear,Siding,Freight Train,10,21395,173495,194890,T109,47.113083,-92.353129,61.6,63.6,71.0,2.0,7.399999999999999,9.399999999999999,Track-related
UP,1220GL019,2020-12-25,2:58 PM,Derailment,0,COUNCIL BLUFFS,IA,29,2.0,Day,Clear,Main,Freight Train,7,213462,247542,461004,H701,41.294021,-95.859602,9.9,16.8,28.3,6.9,11.5,18.4,Other
UP,0620GL008,2020-06-10,3:35 PM,Derailment,0,COUNCIL BLUFFS,IA,73,2.0,Day,Clear,Yard,Freight Train,3,9229,1680,10909,H525,41.248838,-95.883617,77.2,65.5,72.4,-11.700000000000003,6.900000000000006,-4.799999999999997,Other
IAIS,2020011,2020-04-04,12:45 PM,Derailment,0,COUNCIL BLUFFS,IA,48,2.0,Day,Clear,Yard,Yard/switching,10,8034,18315,26349,T314,41.234505,-95.836747,26.8,36.3,45.8,9.499999999999996,9.5,18.999999999999996,Track-related
UP,0420ES045,2020-04-21,12:45 PM,Derailment,0,COUNCIL BLUFFS,IA,57,2.0,Day,Clear,Yard,Spec. MoW Equip.,4,18548,33,18581,T499,41.249827,-95.898696,56.5,55.6,65.9,-0.8999999999999986,10.300000000000004,9.400000000000006,Track-related
IAIS,2017019,2017-06-01,1:45 PM,Derailment,0,COUNCIL BLUFFS,IA,84,2.0,Day,Clear,Yard,Freight Train,4,3179,18217,21396,T314,41.232487,-95.834718,64.4,70.0,76.7,5.599999999999994,6.700000000000003,12.299999999999997,Track-related
BNSF,KS0422201,2022-04-21,8:00 AM,Hwy-rail crossing,0,COURTLAND,KS,58,1.0,Dawn,Fog,Main,Freight Train,17,69752,6511,76263,M302,39.798879,-97.911499,61.1,61.6,75.7,0.5,14.100000000000001,14.600000000000001,Other
UP,1017LV029,2017-10-31,10:30 PM,Hwy-rail crossing,0,COUSHATTA,LA,65,4.0,Dark,Rain,Main,Freight Train,10,1648,69180,70828,M304,31.980082,-93.363477,56.5,55.8,64.1,-0.7000000000000028,8.299999999999997,7.599999999999994,Other
UP,0218NP003,2018-02-02,1:48 AM,Derailment,0,COZAD,NE,15,4.0,Dark,Clear,Main,Freight Train,30,30898,689914,720812,E06C,40.891299,-100.081374,23.8,31.7,40.4,7.899999999999999,8.7,16.599999999999998,Other
UP,0321PN025,2021-03-30,12:36 PM,Fire/violent rupture,0,CRESCENT,OR,22,2.0,Day,Clear,Main,Freight Train,35,14464,0,14464,M406,43.512473,-121.973066,31.8,31.7,41.4,-0.10000000000000142,9.7,9.599999999999998,Other
UP,1118RS037,2018-11-21,5:41 AM,Derailment,0,CRESCENT VALLEY,NV,11,1.0,Dawn,Clear,Yard,Work train,9,50036,6450,56486,H303,40.594623,-116.479165,26.7,30.4,43.1,3.6999999999999993,12.700000000000003,16.400000000000002,Other
IAIS,2019019,2019-04-15,5:25 AM,Derailment,0,CREVE COEUR,IL,42,1.0,Dawn,Clear,Yard,Freight Train,8,65000,0,105710,T111,40.661102,-89.595535,36.2,42.6,61.6,6.399999999999999,19.0,25.4,Track-related
TZPR,TZP021719O,2019-04-15,5:25 AM,Derailment,0,CREVE COEUR,IL,42,1.0,Dawn,Clear,Yard,Freight Train,0,0,40710,105710,T111,40.661102,-89.595535,36.2,42.6,61.6,6.399999999999999,19.0,25.4,Track-related
NS,131065,2018-09-24,7:32 PM,Other (describe in narrative),0,CREWE,VA,70,3.0,Dusk,Cloudy,Yard,Yard/switching,8,7633,3503,11136,H702,37.186981,-78.143596,61.2,64.6,72.4,3.3999999999999915,7.800000000000011,11.200000000000003,Other
ELS,16001,2016-01-13,10:15 AM,Derailment,0,CRIVITZ,WI,-1,2.0,Day,Cloudy,Main,Freight Train,10,30000,10000,40000,T110,45.21019,-88.01096,7.4,2.6,19.2,-4.800000000000001,16.599999999999998,11.799999999999999,Track-related
MNCW,2018032750,2018-03-27,2:52 AM,Other impacts,0,CROTON ON HUDSON,NY,42,4.0,Dark,Clear,Yard,Cut of cars,1,24085,0,24085,E31C,41.118715,-73.882715,36.3,36.0,43.4,-0.29999999999999716,7.399999999999999,7.100000000000001,Other
BB,2018T101,2018-01-31,11:16 AM,Hwy-rail crossing,0,CROZET,VA,33,2.0,Day,Clear,Main,Passenger Train - Pulling,0,0,244000,284491,M308,38.077334,-78.716741,28.9,30.3,43.9,1.4000000000000021,13.599999999999998,15.0,Other
ATK,151771,2018-01-31,11:16 AM,Hwy-rail crossing,0,CROZET,VA,33,2.0,Day,Clear,Main,Passenger Train - Pulling,61,40491,0,284491,M308,38.077334,-78.716741,28.9,30.3,43.9,1.4000000000000021,13.599999999999998,15.0,Other
UPME,0224CM004,2024-02-24,9:53 AM,Derailment,0,CRYSTAL LAKE,IL,21,2.0,Day,Clear,Main,Commuter Train - Pulling,12,250,47032,47282,H702,42.240735,-88.310581,38.3,26.9,44.2,-11.399999999999999,17.300000000000004,5.900000000000006,Other
BNSF,MT0215108,2015-02-23,11:50 PM,Derailment,0,CULBERTSON,MT,10,4.0,Dark,Cloudy,Industry,Freight Train,8,119329,500,119829,H307,48.142773,-104.517647,0.4,22.7,34.0,22.3,11.3,33.6,Other
CSX,000195824,2021-02-21,6:28 PM,Derailment,0,CUMBERLAND,MD,30,3.0,Dusk,Clear,Yard,Yard/switching,10,1549658,26000,1575658,M405,39.644504,-78.760839,22.7,23.3,34.7,0.6000000000000014,11.400000000000002,12.000000000000004,Other
CSX,000175758,2018-04-11,3:05 AM,Other impacts,0,CUMBERLAND,MD,36,4.0,Dark,Cloudy,Yard,Cut of cars,4,20826,0,20826,H318,39.644504,-78.760839,41.3,46.4,58.1,5.100000000000001,11.700000000000003,16.800000000000004,Other
CSX,000166517,2017-02-04,1:00 PM,Derailment,0,CUMBERLAND,MD,38,2.0,Day,Clear,Yard,Freight Train,5,32480,7780,40260,H702,39.629178,-78.745833,21.2,20.8,33.7,-0.3999999999999986,12.900000000000002,12.500000000000004,Other
CSX,000217361,2024-04-13,1:55 PM,Side collision,0,CUMBERLAND,MD,65,2.0,Day,Clear,Yard,Yard/switching,5,263168,0,281269,H306,39.644507,-78.760868,55.5,54.2,65.1,-1.2999999999999972,10.899999999999991,9.599999999999994,Other
CSX,000217361,2024-04-13,1:55 PM,Side collision,0,CUMBERLAND,MD,65,2.0,Day,Clear,Yard,Light loco(s),10,17224,877,281269,H306,39.644507,-78.760868,55.5,54.2,65.1,-1.2999999999999972,10.899999999999991,9.599999999999994,Other
CSX,000181877,2019-03-14,3:29 PM,Derailment,0,CUMBERLAND,MD,59,3.0,Dusk,Clear,Yard,Yard/switching,4,107024,980,108004,T001,39.644504,-78.760839,39.9,53.9,63.8,14.0,9.899999999999999,23.9,Track-related
CSX,000210448,2023-03-22,2:00 PM,Fire/violent rupture,0,CYNTHIANA,KY,60,2.0,Day,Cloudy,Main,Freight Train,32,396243,0,396243,E73L,38.39113,-84.294831,44.9,49.0,64.5,4.100000000000001,15.5,19.6,Other
UP,1222HL004,2022-12-04,11:00 AM,Derailment,0,DALHART,TX,54,2.0,Day,Clear,Yard,Freight Train,0,836,0,444707,H523,36.080031,-102.499355,34.0,47.9,54.8,13.899999999999999,6.899999999999999,20.799999999999997,Other
UP,1222HL004,2022-12-04,11:00 AM,Derailment,0,DALHART,TX,54,2.0,Day,Clear,Yard,Freight Train,10,330876,112995,444707,H523,36.080031,-102.499355,34.0,47.9,54.8,13.899999999999999,6.899999999999999,20.799999999999997,Other
UP,1221TO020,2021-12-14,10:35 AM,Other impacts,0,DALLAS,TX,62,2.0,Day,Fog,Yard,Yard/switching,4,58565,7100,75457,H020,32.714821,-96.750628,52.9,62.5,72.7,9.600000000000001,10.200000000000003,19.800000000000004,Other
DGNO,610118D,2018-03-21,12:30 AM,Other impacts,0,DALLAS,TX,52,4.0,Dark,Clear,Yard,Cut of cars,0,26000,0,26000,H312,32.774218,-96.853422,54.6,59.0,65.8,4.399999999999999,6.799999999999997,11.199999999999996,Other
UP,1221TO020,2021-12-14,10:35 AM,Other impacts,0,DALLAS,TX,62,2.0,Day,Fog,Yard,Cut of cars,2,9792,0,75457,H020,32.714821,-96.750628,52.9,62.5,72.7,9.600000000000001,10.200000000000003,19.800000000000004,Other
DGNO,DGN905622,2022-01-17,3:00 PM,Fire/violent rupture,0,DALLAS,TX,40,2.0,Day,Clear,Main,Freight Train,5,18000,0,18000,E73L,32.757158,-96.782509,37.4,46.8,57.7,9.399999999999999,10.900000000000006,20.300000000000004,Other
DGNO,DGN428619,2019-06-17,8:00 PM,Other (describe in narrative),0,DALLAS,TX,72,3.0,Dusk,Clear,Yard,Yard/switching,3,380000,0,380000,E73L,32.813396,-96.873602,72.2,75.5,82.4,3.299999999999997,6.900000000000006,10.200000000000003,Other
UP,0122TO016,2022-01-17,3:00 PM,Fire/violent rupture,0,DALLAS,TX,62,2.0,Day,Clear,Main,Freight Train,0,0,0,18000,E73L,32.757158,-96.782509,37.4,46.8,57.7,9.399999999999999,10.900000000000006,20.300000000000004,Other
UP,1119TO011,2019-11-13,11:20 PM,Other (describe in narrative),0,DALLAS,TX,40,4.0,Dark,Clear,Main,Yard/switching,7,0,50692,50692,H403,32.694417,-96.738354,30.1,36.5,47.3,6.399999999999999,10.799999999999997,17.199999999999996,Other
DGNO,DGN406819,2019-05-11,3:15 PM,Derailment,0,DALLAS,TX,66,2.0,Day,Clear,Yard,Yard/switching,6,40000,7500,47500,T299,32.813063,-96.896105,55.6,59.5,66.9,3.8999999999999986,7.400000000000006,11.300000000000004,Track-related
CSX,000193600,2020-11-03,2:09 AM,Derailment,0,DANESE,WV,26,4.0,Dark,Clear,Main,Freight Train,27,160363,20473,180836,T207,37.834947,-81.042685,33.8,42.6,50.6,8.800000000000004,8.0,16.800000000000004,Track-related
NS,143611,2021-12-01,3:00 AM,Side collision,0,DANVILLE,KY,34,4.0,Dark,Clear,Yard,Freight Train,0,39775,800,41575,H021,37.625456,-84.784591,43.2,46.1,58.1,2.8999999999999986,12.0,14.899999999999999,Other
CSX,000194740,2020-12-31,12:03 AM,Derailment,0,DANVILLE,IN,28,4.0,Dark,Cloudy,Main,Freight Train,27,14200,101267,115467,E06C,39.732039,-86.601452,37.7,26.6,34.3,-11.100000000000001,7.699999999999996,-3.4000000000000057,Other
NS,155508,2024-01-22,9:45 AM,Derailment,0,DANVILLE,KY,28,2.0,Day,Clear,Yard,Freight Train,3,19000,0,19000,H507,37.635015,-84.780807,9.0,28.4,43.4,19.4,15.0,34.4,Other
CSX,000197214,2021-04-25,1:10 AM,Derailment,0,DANVILLE,IL,47,4.0,Dark,Clear,Yard,Freight Train,8,66081,19658,85739,T207,40.136299,-87.607441,51.5,48.6,60.4,-2.8999999999999986,11.799999999999997,8.899999999999999,Track-related
ATK,136161,2015-02-03,4:45 PM,Other (describe in narrative),0,DARBY,PA,22,2.0,Day,Clear,Main,Passenger Train - Pulling,110,9502,3968,13470,E77L,39.893555,-75.296474,33.8,24.2,35.6,-9.599999999999998,11.400000000000002,1.8000000000000043,Other
BNSF,RD1216200,2016-12-15,6:59 PM,Hwy-rail crossing,0,DAVIS,OK,38,3.0,Dusk,Rain,Main,Freight Train,48,200,114783,114983,M302,34.46713,-97.108398,35.2,31.9,48.6,-3.3000000000000043,16.700000000000003,13.399999999999999,Other
UP,0219GC058,2019-02-26,11:04 PM,Other (describe in narrative),0,DAYTON,TX,60,4.0,Dark,Rain,Industry,Cut of cars,0,17691,0,17691,M201,30.010723,-94.902741,52.2,56.6,63.9,4.399999999999999,7.299999999999997,11.699999999999996,Other
BNSF,RD1118124,2018-11-15,2:30 AM,Head on collision,0,DAYTON,TX,34,4.0,Dark,Clear,Yard,Yard/switching,0,500,0,15600,H306,30.012916,-94.902391,39.3,43.2,51.0,3.9000000000000057,7.799999999999997,11.700000000000003,Other
UP,1119HO020,2019-11-19,9:30 PM,Other impacts,0,DAYTON,TX,60,4.0,Dark,Clear,Industry,Yard/switching,2,4973,0,45123,H306,30.013532,-94.901626,56.0,59.8,66.8,3.799999999999997,7.0,10.799999999999997,Other
UP,1119HO020,2019-11-19,9:30 PM,Other impacts,0,DAYTON,TX,60,4.0,Dark,Clear,Industry,Yard/switching,5,40000,150,45123,H306,30.013532,-94.901626,56.0,59.8,66.8,3.799999999999997,7.0,10.799999999999997,Other
BNSF,RD1118125,2018-11-15,4:35 AM,Derailment,0,DAYTON,TX,34,1.0,Dawn,Clear,Yard,Yard/switching,5,12000,2500,14500,H318,29.996208,-94.90736,39.3,43.2,51.0,3.9000000000000057,7.799999999999997,11.700000000000003,Other
UP,1122HO024,2022-11-22,8:59 AM,Hwy-rail crossing,0,DAYTON,TX,47,2.0,Day,Cloudy,Main,Freight Train,39,7492,153704,161196,M304,30.109056,-94.860217,46.3,51.4,59.3,5.100000000000001,7.899999999999999,13.0,Other
BNSF,RD1118124,2018-11-15,2:30 AM,Head on collision,0,DAYTON,TX,34,4.0,Dark,Clear,Yard,Yard/switching,7,12600,2500,15600,H306,30.012916,-94.902391,39.3,43.2,51.0,3.9000000000000057,7.799999999999997,11.700000000000003,Other
BNSF,RD1216109,2016-12-15,10:16 PM,Derailment,0,DAYTON,TX,48,4.0,Dark,Clear,Yard,Yard/switching,6,22000,19100,41100,H702,30.003799,-94.907877,59.6,50.0,59.0,-9.600000000000001,9.0,-0.6000000000000014,Other
NS,123520,2017-01-11,2:11 PM,Hwy-rail crossing,0,DAYTON,OH,52,2.0,Day,Rain,Main,Freight Train,27,241,11313,11554,M303,39.742761,-84.208542,41.1,44.6,53.3,3.5,8.699999999999996,12.199999999999996,Other
IC,940596,2017-11-01,11:50 AM,Hwy-rail crossing,0,DE SOTO,IL,46,2.0,Day,Rain,Main,Passenger Train - Pulling,0,0,26429,61539,M302,37.781215,-89.222927,40.1,46.2,69.0,6.100000000000001,22.799999999999997,28.9,Other
