reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
NS,143806,12/20/2021,5:45 PM,Derailment,0,DECATUR,IL,39,3,Dusk,Clear,Yard,Yard/switching,7,5987,9500,15487,T110,39.848098,-88.939068,30.0,33.1,33.7
BNSF,PR0324108,3/26/2024,10:54 PM,Derailment,0,HASTINGS,NE,21,4,Dark,Clear,Industry,Freight Train,4,34491,3000,37491,T210,40.59298,-98.343781,28.3,23.3,31.0
BNSF,HL0817105,8/10/2017,12:09 PM,Derailment,0,LINCOLN,NE,85,2,Day,Clear,Yard,Freight Train,8,22497,55200,77697,T319,40.80763,-96.726631,68.7,70.1,70.5
BNSF,KS1215108,12/18/2015,2:10 AM,Derailment,0,KANSAS CITY,KS,25,4,Dark,Clear,Yard,Freight Train,7,15060,29000,44060,T314,39.077956,-94.663717,32.4,33.2,40.0
KYLE,KYL64320A,12/18/2020,5:30 AM,Other (describe in narrative),0,DELPHOS,KS,35,4,Dark,Clear,Main,Freight Train,5,0,30000,30000,T401,39.26951,-97.769562,35.9,42.5,33.0
NJTR,201502060,1/28/2015,8:00 PM,Other (describe in narrative),0,TRENTON,NJ,30,4,Dark,Clear,Main,Commuter Train - Pushing,15,13040,0,13140,T404,40.218254,-74.754321,25.4,23.7,24.4
BNSF,TC0619112,6/21/2019,7:30 PM,Derailment,0,BEULAH,ND,72,3,Dusk,Cloudy,Industry,Freight Train,13,120000,0,120000,T001,47.362107,-101.829686,61.6,59.9,60.7
CSX,000162593,9/2/2016,1:50 AM,Derailment,0,WEST SPRINGFIELD,MA,71,4,Dark,Clear,Yard,Freight Train,3,42036,2288,44324,T311,42.098671,-72.620755,70.8,67.2,63.8
BNSF,CH1020107,10/27/2020,3:50 AM,Derailment,0,HARDIN,MO,28,4,Dark,Clear,Industry,Freight Train,6,15000,0,15000,T113,39.269085,-93.819839,31.4,31.9,38.6
NMRX,NMRX00002F,1/27/2023,5:05 PM,Derailment,0,ALBUQUERQUE,NM,38,3,Dusk,Clear,Yard,Yard/switching,5,14000,9538,37538,T311,35.04906,-106.653605,28.1,29.4,34.8
BNSF,SW0217100,2/2/2017,11:50 AM,Derailment,0,CARLSBAD,NM,60,2,Day,Clear,Main,Freight Train,20,35000,19000,54000,T201,32.492359,-104.116101,57.8,39.9,39.2
EWR,EWR200902D,9/2/2020,10:13 AM,Derailment,0,ROCHESTER,IN,80,2,Day,Clear,Main,Freight Train,5,2829,9100,11929,T103,41.08425,-86.20665,74.8,74.8,74.6
UP,0821GP014,8/18/2021,6:45 AM,Derailment,0,MORRILL,NE,69,1,Dawn,Clear,Yard,Freight Train,12,3428,15889,19317,T399,41.930808,-103.88935,78.7,77.2,67.9
KO,20160211,2/10/2016,3:00 AM,Derailment,0,WICHITA,KS,26,4,Dark,Clear,Yard,Yard/switching,0,71350,10000,81350,T399,37.651858,-97.385973,33.5,42.2,38.0
BNSF,KS0116101,1/9/2016,4:30 AM,Derailment,0,NEWTON,KS,23,1,Dawn,Clear,Yard,Yard/switching,4,15935,2200,18135,T110,38.026214,-97.374526,34.0,22.9,15.1
WC,841815,2/25/2015,2:53 AM,Derailment,0,COTTON,MN,-11,4,Dark,Clear,Main,Freight Train,24,770019,339954,1109973,T207,47.081564,-92.348875,16.4,-0.2,-3.2
ALS,20211003,10/3/2021,3:40 PM,Derailment,0,EAST ST LOUIS,IL,71,2,Day,Cloudy,Yard,Freight Train,0,0,99,19117,T403,38.59603,-90.147513,71.1,68.9,67.4
CRSH,137673,4/3/2020,6:00 AM,Derailment,0,PORT NEWARK,NJ,48,1,Dawn,Cloudy,Yard,Freight Train,0,0,12000,49663,T309,40.682993,-74.165913,49.2,50.4,51.6
BNSF,TC0917106,9/20/2017,10:15 AM,Derailment,0,JAMESTOWN,ND,64,2,Day,Clear,Industry,Freight Train,7,43821,50000,93821,T111,46.912003,-98.777463,62.0,58.0,64.3
CRSH,131627,11/10/2018,4:00 PM,Derailment,0,CARTERET,NJ,42,3,Dusk,Cloudy,Yard,Yard/switching,4,11856,250,12106,T311,40.58828,-74.213266,46.6,42.2,38.2
NJTR,202208328,8/7/2022,1:12 PM,Other (describe in narrative),0,EDISON,NJ,93,2,Day,Clear,Main,EMU,54,12575,0,20314,T404,40.520987,-74.408179,83.2,84.8,86.6
BNSF,MT0923104,9/12/2023,2:00 PM,Derailment,0,SWEETGRASS,MT,65,2,Day,Clear,Industry,Freight Train,10,10473,20000,30473,T314,48.994217,-111.956002,61.9,64.3,61.3
BNSF,GC0116101,1/1/2016,7:35 AM,Derailment,0,LAFAYETTE,LA,55,1,Dawn,Clear,Yard,Yard/switching,7,34500,19500,54000,T311,30.235143,-92.053598,52.3,45.2,46.0
BNSF,CH1221103,12/20/2021,3:44 AM,Derailment,0,GALESBURG,IL,21,4,Dark,Clear,Yard,Freight Train,7,4127,0,120509,T314,40.934967,-90.412005,26.3,30.7,21.6
UP,0123NC060,1/29/2023,12:00 AM,Derailment,0,ANTELOPE,CA,44,4,Dark,Clear,Yard,Yard/switching,4,22533,636,46349,T207,38.708017,-121.329921,46.9,44.6,42.7
RCPE,RCP276222D,12/20/2022,7:00 AM,Derailment,0,CHADRON,NE,-4,1,Dawn,Clear,Main,Freight Train,10,165000,4000,169000,T207,42.99596,-103.242341,1.7,-3.9,-8.3
CRSH,142928,9/24/2021,12:47 PM,Derailment,0,JERSEY CITY,NJ,70,2,Day,Clear,Industry,Freight Train,4,2092,16732,18824,T110,40.686131,-74.092618,75.5,66.0,67.1
CSX,000163271,10/1/2016,11:47 PM,Derailment,0,CLARKTON,NC,56,4,Dark,Clear,Siding,Light loco(s),4,200000,96,200096,T314,34.617043,-79.009876,73.7,72.5,71.7
BNSF,HL0119125,1/20/2019,12:15 PM,Derailment,0,KANSAS CITY,MO,20,2,Day,Cloudy,Yard,Yard/switching,7,87603,374000,461603,T110,39.134924,-94.586462,19.8,16.8,26.5
BNSF,MT0518104,5/14/2018,11:04 PM,Derailment,0,LEDGER,MT,62,4,Dark,Clear,Main,Freight Train,13,596698,870000,1466698,T109,48.348123,-111.755286,55.2,59.1,65.3
BNSF,TC0321107,3/10/2021,3:37 PM,Derailment,0,EUCLID,MN,30,2,Day,Clear,Main,Freight Train,34,323705,210841,534546,T204,47.867785,-96.613878,47.0,29.1,24.9
MNNR,0615002,6/6/2015,11:30 AM,Derailment,0,MINNEAPOLIS,MN,71,2,Day,Clear,Industry,Yard/switching,4,1600,12375,13975,T110,44.95021,-93.238889,67.2,69.0,72.9
NS,153140,5/21/2023,7:40 AM,Derailment,0,MERIDIAN,MS,70,1,Dawn,Clear,Yard,Freight Train,8,31500,4579,36079,T207,32.359528,-88.711267,76.9,71.8,74.7
CSX,000164960,12/7/2016,9:20 AM,Derailment,0,HAMLET,NC,48,2,Day,Clear,Yard,Freight Train,4,24500,882,25382,T207,34.925491,-79.646587,47.6,47.2,48.0
UP,1222NC016,12/12/2022,8:35 PM,Derailment,0,SPARKS,NV,32,4,Dark,Cloudy,Yard,Yard/switching,6,73833,1056,74889,T111,39.530747,-119.743597,32.4,27.9,30.9
UP,0820GP022,8/22/2020,6:00 PM,Derailment,0,MAXWELL,NE,94,3,Dusk,Clear,Main,Freight Train,47,1217419,1622948,2840367,T108,41.096287,-100.584365,79.1,78.7,79.5
NJTR,202406313,6/14/2024,6:30 PM,Other (describe in narrative),0,HAMILTON,NJ,85,2,Day,Clear,Main,Commuter Train - Pulling,45,19126,0,19126,T404,40.230928,-74.737874,72.8,73.8,71.6
CAGY,CAG003522,8/4/2022,8:00 PM,Derailment,0,GREENWOOD,MS,84,4,Dark,Clear,Yard,Yard/switching,3,58000,7500,65500,T001,33.502453,-90.233186,82.4,82.3,84.0
CSX,000168458,4/22/2017,9:30 AM,Other impacts,0,INDIANAPOLIS,IN,67,2,Day,Clear,Yard,Single Car,7,0,314,40740,T314,39.759791,-86.327526,52.4,49.4,56.0
BNSF,PR0917108,9/17/2017,2:27 PM,Derailment,0,FAIRMONT,NE,75,2,Day,Clear,Yard,Freight Train,6,50323,5600,55923,T110,40.637141,-97.589489,63.4,57.4,66.6
BNSF,HL1119107,11/13/2019,3:01 AM,Derailment,0,RED OAK,IA,15,4,Dark,Clear,Main,Freight Train,41,1431064,488000,1919064,T201,41.011311,-95.338733,13.4,30.3,28.9
ALS,201331,12/31/2020,4:36 AM,Derailment,0,EAST ST LOUIS,IL,37,4,Dark,Clear,Yard,Freight Train,0,0,300,23164,T403,38.5831,-90.135623,39.2,29.4,33.0
UP,0715NP015,7/26/2015,10:00 PM,Derailment,0,NORTH PLATTE,NE,72,4,Dark,Rain,Yard,Yard/switching,3,93681,35725,132646,T110,41.146065,-100.816617,75.8,76.7,78.0
CSX,000175806,4/14/2018,6:08 AM,Derailment,0,HAMLET,NC,55,4,Dark,Clear,Yard,Yard/switching,4,12002,9788,21790,T316,34.925491,-79.646587,65.9,70.1,70.2
DMVW,DE0517KIN,5/17/2019,10:50 AM,Derailment,0,NAPOLEON,ND,41,2,Day,Cloudy,Main,Freight Train,10,68528,82424,150952,T099,46.540896,-99.874302,54.0,46.2,41.7
UP,0822GL009,8/8/2022,10:42 AM,Derailment,0,SIDNEY,NE,70,2,Day,Clear,Industry,Freight Train,5,18127,0,46127,T111,41.430946,-96.504134,70.8,74.2,78.4
ATK,169569,11/8/2021,6:45 PM,Other (describe in narrative),0,PRINCETON JUNCTION,NJ,50,4,Dark,Clear,Main,EMU,0,0,6500,21500,T404,40.403145,-74.521748,41.4,49.9,54.2
SW,SWW032315D,3/23/2015,4:00 PM,Derailment,0,TYRONE,NM,55,2,Day,Clear,Industry,Light loco(s),5,0,11145,11145,T001,32.643966,-108.367826,57.0,56.4,55.0
NS,139286,9/28/2020,7:00 PM,Derailment,0,CHICAGO,IL,72,3,Dusk,Clear,Yard,Freight Train,4,3393,12638,16031,T110,41.772867,-87.617149,68.9,55.7,53.6
BNSF,HL0424115,4/16/2024,10:51 AM,Derailment,0,NEBRASKA CITY,NE,62,2,Day,Clear,Main,Freight Train,9,12108,150000,162108,T303,40.672294,-95.846312,69.8,65.6,59.2
ATK,175619,7/24/2023,12:34 PM,Derailment,0,HAVRE,MT,101,2,Day,Clear,Main,Passenger Train - Pulling,55,18620,0,18620,T109,48.561931,-109.714085,80.4,81.8,82.8
UP,0124GL041,1/21/2024,1:44 AM,Derailment,0,ARLINGTON,NE,21,4,Dark,Snow,Main,Freight Train,35,1123952,230839,1354791,T201,41.437526,-96.257569,-3.3,15.6,30.1
EVWR,E2023JUL1D,7/20/2023,7:35 PM,Derailment,0,MOUNT VERNON,IN,80,3,Dusk,Clear,Industry,Freight Train,9,0,15000,15000,T314,37.93039,-87.87355,75.2,78.2,74.6
NS,140960,3/18/2021,10:00 PM,Derailment,0,CLAREMONT,NC,52,4,Dark,Rain,Main,Freight Train,8,33,15153,15186,T314,35.711527,-81.155309,47.9,51.8,50.5
MNR,807367,1/17/2024,2:25 PM,Derailment,0,VAN BUREN,ME,12,2,Day,Clear,Yard,Yard/switching,6,7859,15033,22892,T110,47.172707,-67.944804,12.8,16.6,9.4
UP,0519GL037,5/28/2019,8:28 AM,Derailment,0,ST PAUL,MN,46,2,Day,Cloudy,Main,Freight Train,7,60538,191140,251678,T111,44.950123,-93.077162,55.6,55.1,61.3
NECR,NEC544423D,9/20/2023,2:53 AM,Derailment,0,WILLIMANTIC,CT,65,4,Dark,Cloudy,Main,Freight Train,10,10958,57497,68455,T002,41.71254,-72.21849,63.2,59.1,57.7
UP,0720HL007,7/8/2020,3:02 PM,Derailment,0,RESERVE,KS,91,2,Day,Clear,Main,Freight Train,30,623479,435626,1059105,T109,39.973828,-95.561532,81.5,82.4,76.9
BNSF,HL0424124,4/27/2024,10:15 PM,Derailment,0,LINCOLN,NE,55,4,Dark,Clear,Yard,Yard/switching,9,37179,216551,253730,T111,40.808557,-96.764495,61.3,58.8,59.1
BNSF,MT0320102,3/6/2020,2:06 PM,Derailment,0,MOORE,MT,65,2,Day,Clear,Industry,Yard/switching,9,7616,4000,11616,T001,46.978029,-109.695294,33.0,48.9,38.6
NS,129574,5/23/2018,11:05 AM,Derailment,0,WALKERTOWN,NC,78,2,Day,Clear,Yard,Freight Train,9,13081,8515,21596,T311,36.136765,-80.232013,75.4,76.3,74.5
BNSF,HL1019118,10/19/2019,5:11 AM,Derailment,0,LINCOLN,NE,51,1,Dawn,Cloudy,Yard,Yard/switching,10,17766,500,18266,T111,40.808002,-96.742332,64.1,57.6,54.1
SERA,SERA202404,1/19/2024,9:15 AM,Derailment,0,SONORA,CA,50,2,Day,Clear,Main,Freight Train,5,0,300000,300000,T103,37.974479,-120.377395,43.9,51.9,52.4
NJTR,202112507,11/8/2021,6:45 PM,Other (describe in narrative),0,PRINCETON JUNCTION,NJ,50,4,Dark,Clear,Main,Commuter Train - Pulling,90,15000,0,21500,T404,40.403145,-74.521748,41.4,49.9,54.2
GRS,20151002M1,10/2/2015,8:05 AM,Derailment,0,DEERFIELD,MA,60,2,Day,Clear,Yard,Freight Train,4,16150,9074,25224,T110,42.563614,-72.560395,54.3,49.9,49.3
UP,0522GP021,5/26/2022,7:28 AM,Derailment,0,GOTHENBURG,NE,40,1,Dawn,Clear,Main,Freight Train,50,1065715,90000,1155715,T210,40.911264,-100.128641,52.5,59.5,69.9
CRSH,118760,12/31/2015,12:30 AM,Derailment,0,CAMDEN,NJ,45,4,Dark,Rain,Yard,Work train,0,7901,3000,10901,T110,39.947279,-75.098017,48.6,48.0,39.8
EIRR,230108003,1/8/2023,10:55 AM,Derailment,0,BURLEY,ID,42,2,Day,Clear,Siding,Freight Train,11,43000,14364,57364,T110,42.53414,-113.86974,31.4,34.1,33.0
MACZ,169830,1/25/2022,1:40 PM,Other (describe in narrative),0,ROSEDALE,MD,25,2,Day,Cloudy,Main,Commuter Train - Pulling,0,13881,0,23011,T404,39.314549,-76.492736,33.0,36.0,27.2
CRSH,146818,1/14/2024,1:36 AM,Derailment,0,DETROIT,MI,6,4,Dark,Snow,Yard,Freight Train,5,3287,20403,23690,T110,42.324311,-83.113727,29.3,8.6,4.9
ATK,181731,4/25/2024,5:07 AM,Other (describe in narrative),0,HARRISON,NJ,40,4,Dark,Clear,Main,EMU,0,0,0,0,T404,40.742905,-74.135773,59.4,48.8,50.2
CRSH,144488,2/22/2022,3:15 PM,Derailment,0,PAULSBORO,NJ,57,2,Day,Rain,Yard,Freight Train,5,4681,13393,18074,T199,39.834206,-75.247341,44.5,53.3,60.6
BNSF,SW1117114,11/28/2017,5:50 PM,Derailment,0,CARLSBAD,NM,74,2,Day,Clear,Yard,Freight Train,10,21260,149280,170540,T314,32.440037,-104.199033,54.6,54.4,45.6
BNSF,HL0224108,2/9/2024,4:43 AM,Derailment,0,CAIRO,NE,29,1,Dawn,Clear,Main,Freight Train,42,3174347,1727884,4902231,T204,40.992655,-98.562123,44.2,35.2,30.7
UP,0221GL001,2/5/2021,5:40 AM,Derailment,0,ST PAUL,MN,8,1,Dawn,Cloudy,Yard,Yard/switching,8,14956,9280,24236,T206,44.927176,-93.040467,23.6,8.3,-1.7
MQT,MQT305720D,1/15/2020,9:30 PM,Derailment,0,LUDINGTON,MI,33,4,Dark,Clear,Yard,Yard/switching,8,26996,16000,42996,T202,43.950027,-86.418763,34.2,34.2,24.2
ALS,20211115,11/15/2021,4:59 AM,Derailment,0,EAST ST LOUIS,IL,38,1,Dawn,Clear,Yard,Freight Train,0,0,2115,21686,T204,38.583182,-90.135585,41.4,43.9,53.8
CRSH,126024,7/30/2017,2:20 PM,Derailment,0,NEWARK,NJ,82,2,Day,Clear,Yard,Yard/switching,8,51676,90357,142033,T110,40.712014,-74.152938,72.7,72.9,77.6
UP,0718PR005,7/9/2018,10:30 AM,Derailment,0,MELROSE PARK,IL,90,2,Day,Clear,Yard,Freight Train,4,22751,1584,24335,T314,41.898504,-87.904002,76.2,80.5,80.5
UP,0215NP015,2/7/2015,5:15 AM,Derailment,0,NORTH PLATTE,NE,31,4,Dark,Clear,Yard,Yard/switching,2,16417,276966,293383,T207,41.149275,-100.854062,36.4,43.4,44.7
WC,1103644,5/24/2022,2:30 AM,Derailment,0,DULUTH,MN,47,4,Dark,Clear,Yard,Yard/switching,5,200,240133,240333,T113,46.753976,-92.173299,52.3,53.8,45.6
BNSF,HL0321116,3/24/2021,9:10 AM,Derailment,0,CRESTON,IA,40,2,Day,Rain,Yard,Freight Train,5,1473,130705,132178,T110,41.05663,-94.354578,49.8,43.3,40.0
BNSF,CA0222114,2/20/2022,2:45 PM,Derailment,0,MOJAVE,CA,70,2,Day,Clear,Main,Freight Train,32,1398204,952344,2350548,T199,35.037502,-118.16892,46.7,49.3,48.8
NS,136744,1/5/2020,1:10 AM,Derailment,0,NEW ORLEANS,LA,36,4,Dark,Clear,Yard,Freight Train,5,110,16575,16685,T210,29.995667,-90.044845,58.2,56.3,61.4
EIRR,221012006,10/12/2022,9:30 PM,Derailment,0,TWIN FALLS,ID,57,4,Dark,Clear,Main,Freight Train,19,566700,28204,594904,T210,42.543623,-114.423632,59.3,59.2,58.5
NJTR,202109390,9/16/2021,5:08 PM,Other (describe in narrative),0,KEARNY,NJ,80,3,Dusk,Clear,Main,Commuter Train - Pulling,30,76515,0,101515,T404,40.754112,-74.093498,79.2,74.6,73.1
ATK,143488,7/27/2016,5:22 AM,Derailment,0,TRENTON,NJ,88,1,Dawn,Clear,Yard,Light loco(s),5,82337,8000,90337,T113,40.224997,-74.745994,80.6,81.7,78.5
CRSH,119304,2/9/2016,4:48 PM,Derailment,0,CRANBURY,NJ,35,3,Dusk,Clear,Industry,Freight Train,6,16062,500,16562,T110,40.315677,-74.501518,36.5,31.2,32.0
BNSF,PR1121102,11/2/2021,1:22 AM,Derailment,0,HASTINGS,NE,45,4,Dark,Clear,Industry,Yard/switching,10,43172,5485,48657,T113,40.58637,-98.319731,35.5,37.9,40.4
BNSF,TC0323144,3/30/2023,1:02 AM,Derailment,5,RAYMOND,MN,28,4,Dark,Clear,Main,Freight Train,45,1803663,669411,2473074,T210,45.013759,-95.245071,10.2,22.3,33.7
UP,0823GL001,8/1/2023,8:38 AM,Derailment,0,COLUMBUS,NE,70,2,Day,Cloudy,Yard,Freight Train,8,7451,26440,33891,T314,41.427597,-97.365298,72.9,73.2,75.7
TZPR,TZP021719O,4/15/2019,5:25 AM,Derailment,0,CREVE COEUR,IL,42,1,Dawn,Clear,Yard,Freight Train,0,0,40710,105710,T111,40.661102,-89.595535,36.2,42.6,61.6
UP,0118UT046,1/30/2018,5:00 AM,Derailment,0,ELKO,NV,30,4,Dark,Cloudy,Yard,Freight Train,9,241978,55767,297745,T207,40.8635,-115.725852,32.7,38.0,41.5
CP,1001285850,7/21/2020,8:40 PM,Derailment,0,VALLEY CITY,ND,67,4,Dark,Clear,Main,Freight Train,40,530591,16490,547081,T099,46.929467,-97.983564,65.1,63.8,65.0
NS,129757,6/8/2018,2:40 PM,Derailment,0,SOUTHMONT,NC,90,2,Day,Cloudy,Yard,Freight Train,10,11744,7288,19032,T399,35.736022,-80.336566,72.5,76.4,75.8
UP,1215KC003,12/2/2015,6:10 AM,Derailment,0,TOPEKA,KS,35,1,Dawn,Cloudy,Industry,Yard/switching,10,61604,2815,64419,T314,39.083978,-95.725604,35.8,38.8,34.4
UP,0721GL003,7/1/2021,2:30 AM,Derailment,0,SIOUX CITY,IA,65,4,Dark,Clear,Main,Freight Train,5,19828,42625,62453,T399,42.518315,-96.380985,73.1,75.3,75.9
UP,0620HL004,6/4/2020,2:14 PM,Derailment,0,MULLINVILLE,KS,95,2,Day,Clear,Main,Freight Train,27,225574,372693,598267,T109,37.591082,-99.422654,80.8,82.3,83.7
UP,0317CB023,3/30/2017,1:15 PM,Derailment,0,VALLEY,NE,45,2,Day,Cloudy,Yard,Freight Train,7,58573,67457,126030,T205,41.315851,-96.348009,40.5,38.2,41.1
UP,0921NC053,9/30/2021,1:30 AM,Derailment,0,STOCKTON,CA,65,4,Dark,Clear,Yard,Freight Train,5,68335,0,73835,T201,37.948196,-121.331182,65.2,66.0,68.2
BNSF,SF0616100,6/4/2016,4:11 AM,Derailment,0,ST LOUIS,MO,71,1,Dawn,Rain,Yard,Freight Train,6,35058,153779,188837,T403,38.602472,-90.312387,72.3,73.7,72.4
ALS,20190706,7/6/2019,9:15 PM,Derailment,0,EAST ST LOUIS,IL,85,4,Dark,Clear,Yard,Freight Train,0,0,55453,76427,T310,38.582468,-90.136583,79.2,81.8,81.4
UP,0417KC015,4/22/2017,12:25 PM,Derailment,0,KANSAS CITY,KS,68,2,Day,Clear,Yard,Work train,4,145924,113980,259904,T205,39.098599,-94.619106,53.6,58.1,58.1
NJTR,202208329,8/23/2022,6:00 PM,Other (describe in narrative),0,SECAUCUS,NJ,92,2,Day,Cloudy,Main,EMU,55,8410,0,20069,T404,40.767396,-74.062322,75.1,77.4,79.3
BNSF,SW0317101,3/8/2017,1:20 AM,Derailment,0,ALBUQUERQUE,NM,40,4,Dark,Clear,Yard,Yard/switching,10,20000,0,20439,T314,35.07295,-106.64916,43.9,49.9,56.4
CSX,000209969,2/21/2023,11:45 PM,Derailment,0,CHICAGO,IL,34,4,Dark,Clear,Yard,Freight Train,8,46733,0,259696,T311,41.76554,-87.4344,38.5,33.6,34.5
DN,DN08112021,8/10/2021,11:45 PM,Derailment,0,GRAFTON,ND,65,4,Dark,Clear,Yard,Freight Train,0,0,71000,105998,T207,48.430266,-97.41387,73.0,71.9,68.7
KCS,14121602,12/16/2014,12:30 PM,Derailment,0,MEXICO,MO,34,2,Day,Cloudy,Industry,Yard/switching,4,9316,1271,10587,T202,39.173065,-91.887271,50.6,32.9,30.4
BNSF,TC0819102,8/9/2019,3:56 PM,Derailment,0,PISEK,ND,77,2,Day,Clear,Main,Freight Train,25,75000,100000,175000,T109,48.286439,-97.701165,62.4,64.5,68.8
NS,142596,8/18/2021,10:58 AM,Derailment,0,TOOMSUBA,MS,91,2,Day,Clear,Main,Freight Train,42,730644,253498,984142,T204,32.415378,-88.565077,79.3,82.0,79.3
MRL,2023059,6/24/2023,6:12 AM,Derailment,10,REEDPOINT,MT,50,1,Dawn,Cloudy,Main,Freight Train,38,0,0,0,T204,45.686944,-109.438329,58.8,58.7,63.2
AGR,AGR638323R,12/19/2023,4:20 AM,Derailment,0,HAMILTON,MS,26,4,Dark,Clear,Main,Freight Train,36,565152,0,740152,T204,33.682151,-88.421611,43.4,35.5,38.5
NS,135235,8/25/2019,9:15 PM,Derailment,0,NEW HAVEN,IN,65,4,Dark,Clear,Yard,Freight Train,6,18435,8000,26435,T314,41.071636,-85.019841,63.1,64.1,65.8
PHL,201901111,1/11/2019,4:10 AM,Derailment,0,LOS ANGELES,CA,49,4,Dark,Fog,Yard,Freight Train,9,85000,81883,166883,T111,33.755132,-118.253573,55.4,55.2,54.4
UP,0622GP028,6/28/2022,4:00 PM,Derailment,0,GOTHENBURG,NE,96,2,Day,Clear,Industry,Freight Train,5,48735,169081,217816,T110,40.924555,-100.158666,70.0,75.5,83.5
ATK,136172,1/28/2015,8:00 PM,Other (describe in narrative),0,TRENTON,NJ,30,4,Dark,Clear,Main,EMU,0,0,100,13140,T404,40.218254,-74.754321,25.4,23.7,24.4
BNSF,CH0422102,4/1/2022,12:32 PM,Derailment,0,GALESBURG,IL,55,2,Day,Clear,Industry,Yard/switching,5,155,15000,15155,T111,40.924031,-90.324133,34.4,37.2,38.6
NS,143275,10/26/2021,10:08 AM,Derailment,0,GARDEN CITY,GA,77,2,Day,Clear,Yard,Yard/switching,9,3380,66948,70328,T110,32.110264,-81.174895,72.1,65.9,59.2
UP,1221GP001,12/2/2021,10:56 AM,Derailment,0,NORTH PLATTE,NE,48,2,Day,Cloudy,Yard,Freight Train,10,15808,7146,22954,T314,41.154898,-100.850134,43.9,47.7,46.9
NJTR,202406316,6/23/2024,1:25 PM,Other (describe in narrative),0,HOBOKEN,NJ,95,2,Day,Clear,Main,Passenger Train - Pulling,15,4001,9545,13546,T404,40.73485,-74.02804,81.3,82.7,77.1
DN,DN00673142,10/9/2021,11:15 PM,Derailment,0,CRYSTAL,ND,50,4,Dark,Rain,Main,Freight Train,8,226815,35000,261815,T001,48.60243,-97.668893,56.6,52.1,52.6
CRSH,124922,5/3/2017,3:10 AM,Derailment,0,NEWARK,NJ,55,4,Dark,Clear,Industry,Yard/switching,6,20049,1500,21549,T307,40.674009,-74.154472,71.2,61.7,53.7
RRVW,32718OAKES,3/27/2018,6:40 PM,Derailment,0,OAKES,ND,40,3,Dusk,Clear,Yard,Freight Train,9,154978,61442,216420,T110,46.131736,-98.096936,30.5,34.1,32.8
NKCR,NKCR151154,6/10/2015,7:45 PM,Derailment,0,GRANT,NE,60,2,Day,Clear,Industry,Freight Train,4,13100,24000,37100,T108,40.840131,-101.709612,75.8,72.3,65.1
NS,129626,5/28/2018,11:55 PM,Derailment,0,STATESVILLE,NC,72,4,Dark,Rain,Yard,Freight Train,5,7000,7681,14681,T110,35.77509,-80.888952,72.7,70.7,71.5
CSX,000175545,3/28/2018,11:34 PM,Derailment,0,ENFIELD,NC,62,4,Dark,Cloudy,Main,Freight Train,0,0,388,64332,T207,36.166566,-77.682567,38.7,57.2,66.9
NMRX,07162017,7/16/2017,5:20 PM,Derailment,0,ALBUQUERQUE,NM,86,2,Day,Cloudy,Yard,Freight Train,0,0,0,35308,T110,35.076423,-106.648553,79.8,77.0,77.3
CSX,000179295,10/13/2018,5:50 AM,Derailment,0,WORCESTER,MA,49,1,Dawn,Cloudy,Yard,Freight Train,0,0,3500,73349,T316,42.255139,-71.805321,55.0,43.7,43.6
BNSF,MT0723107,7/24/2023,12:34 PM,Derailment,0,HAVRE,MT,101,2,Day,Clear,Main,Freight Train,0,0,2504,2504,T109,48.561931,-109.714085,80.4,81.8,82.8
ATK,169573,10/14/2021,9:20 PM,Other (describe in narrative),0,NORTH BERGEN,NJ,66,4,Dark,Cloudy,Main,EMU,0,0,10500,24220,T404,40.771868,-74.042872,66.0,68.7,69.9
ATK,169829,1/25/2022,1:40 PM,Other (describe in narrative),0,ROSEDALE,MD,35,2,Day,Cloudy,Main,EMU,0,0,9130,23011,T404,39.314549,-76.492736,33.0,36.0,27.2
NJTR,202204154,3/31/2022,10:25 AM,Derailment,0,GLADSTONE,NJ,59,2,Day,Clear,Yard,Yard/switching,5,33972,3747,37719,T314,40.71938,-74.665129,34.4,56.2,52.3
NIRC,9419000557,5/27/2016,3:19 PM,Derailment,0,CHICAGO,IL,75,2,Day,Clear,Main,Commuter Train - Pushing,5,2359,10053,12412,T102,41.88765,-87.63997,74.7,74.3,75.2
CSX,000160585,6/15/2016,8:41 PM,Derailment,0,RALEIGH,NC,75,4,Dark,Rain,Yard,Freight Train,5,41667,1075,42742,T310,35.792614,-78.640074,75.2,78.1,80.7
KYLE,KYL859115D,12/22/2015,6:06 PM,Derailment,0,YUMA,KS,40,4,Dark,Clear,Main,Freight Train,6,75000,1000000,1075000,T401,39.625407,-97.76451,31.0,39.4,40.7
PGR,09052018,9/5/2018,9:45 AM,Derailment,0,NORTHFIELD,MN,70,2,Day,Cloudy,Yard,Yard/switching,10,0,116302,116302,T113,44.2713,-93.1013,70.7,65.2,59.1
CSX,000175607,4/2/2018,3:48 AM,Derailment,0,CHARLOTTE,NC,60,4,Dark,Clear,Yard,Yard/switching,8,36798,50096,86894,T207,35.23281,-80.830435,61.4,69.3,65.6
